Royalty Date,Title,ASIN/ISBN,Language,book_nick_name,Authors,Units Sold,Units Refunded,Net Units Sold,Marketplace,Royalty Type,Transaction Type,Royalty,Currency,Authors Count,Royalty USD,Royalty per Author (USD),BookType,Year Sold,Authors_Exploded
2025-12,Syllabaire et dictionnaire visuel en langue ewondo,B07WCD1V2N,Ewondo,ewondo_syllabaire,"Claude Lionel Mvondo, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,4.56,EUR,3,5.320886814469078,1.7736289381563592,Ebook,2025,"['Claude Lionel Mvondo', ' Shck Tchamna']"
2025-12,Conversations de base en langue ewondo,B086ZCN2ZD,Ewondo,ewondo_conversation_de_base,"Claude Lionel Mvondo, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,4.2,EUR,3,4.900816802800467,1.633605600933489,Ebook,2025,"['Claude Lionel Mvondo', ' Shck Tchamna']"
2025-12,La fourmi affamée : Wolof-Français: Melentaan wu xiif,B09F96N97D,Wolof,wolof_fourmi_affamée,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,5.39,USD,2,5.39,2.695,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-12,Guide de conversation (phrasebook) en langue ewondo - part I: Trilingual Phrasebook : French-English-Ewondo,B0C3WJNL39,Ewondo,ewondo_phrasebook_guide_conversation_trilingue,"Claude Lionel Mvondo Edzoa, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,5.61,EUR,3,6.546091015169195,2.182030338389732,Ebook,2025,"['Claude Lionel Mvondo Edzoa', ' Shck Tchamna']"
2025-12,NO MORE WESTERN NAMES! For African Kids,B0FMYVHFFR,African Names,no_more_western_names,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.com,70%,Standard,6.4,USD,3,6.4,2.1333333333333333,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-11,Conversations de base en langue fe'efe'e: Basic Conversation in Fe'efe'e Language,B082VNYHKD,Nufi,nufi_conv.base,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.43,EUR,2,6.3360560093348886,3.1680280046674443,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-11,Conversations de base en langue ewondo,B086ZCN2ZD,Ewondo,ewondo_conversation_de_base,"Claude Lionel Mvondo, Shck Tchamna",1,1,0,Amazon.ca,70%,Standard,0.0,CAD,3,0.0,0.0,Ebook,2025,"['Claude Lionel Mvondo', ' Shck Tchamna']"
2025-11,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,1,0,Amazon.fr,70%,Standard,0.0,EUR,3,0.0,0.0,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-11,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.co.uk,70%,Standard,5.28,GBP,3,7.049399198931909,2.3497997329773033,Ebook,2025,"['Thierno Khayar KANE', ' Shck Tchamna']"
2025-11,Guide de conversation trilingue Ghomala-Français-Anglais: Ŋwa'nyə msʉɔghɔm: Ghɔmálá'- French - English Phrasebook,B0DS2K2YWV,Ghomala',ghomala_phrasebook_guide_conversation_trilingue,"Mə̂fo Gòmlù’ Motoum, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.63,USD,3,6.63,2.21,Ebook,2025,"['Mə̂fo Gòmlù’ Motoum', ' Shck Tchamna']"
2025-10,"Conte Camerounais -Ewondo: « Travaille aujourd’hui et mange demain, paresse aujourd’hui et vole demain ».",B07ND3Z4ND,Ewondo,ewondo_conte_travaille_paresse,"Shck Tchamna, Claude Lionel Mvondo",1,0,1,Amazon.fr,70%,Standard,4.59,EUR,3,5.3558926487747955,1.7852975495915986,Ebook,2025,"['Shck Tchamna', ' Claude Lionel Mvondo']"
2025-10,Conversations de base en langue yemba,B08KFLC61V,Yemba,yemba_conversations_de_base,"Josephine Ndonke, Imele Tsafack, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,5.11,EUR,4,5.962660443407235,1.4906651108518088,Ebook,2025,"['Josephine Ndonke', ' Imele Tsafack', ' Shck Tchamna']"
2025-10,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.592765460910152,2.1975884869700506,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-10,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-10,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.02,EUR,3,7.024504084014002,2.341501361338001,Ebook,2025,"['Thierno Khayar KANE', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 3: Ntǎ' Nùfī,B09VPX9ZXL,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 2: Ntǎ' Nùfī,B09VPXGBY7,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 4: Ntǎ' Nùfī,B09VPXPGC9,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 6: Ntǎ' Nùfī,B09VQ5CPNK,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 5: Ntǎ' Nùfī,B09VQ5WZLF,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.68,CAD,2,4.840579710144928,2.420289855072464,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Lingala - French - English Phrasebook: Guide de conversation Lingala-Français-Anglais.,B0C5683FN2,Lingala,lingala_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.07,EUR,2,7.082847141190199,3.5414235705950996,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,Kikongo (Kituba) - French - English Phrasebook: Guide de conversation Kikongo (Kituba)-Français-Anglais.,B0CK4VSK73,Kikongo,kikongo-kituba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.0,EUR,2,7.001166861143524,3.500583430571762,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-10,NO MORE WESTERN NAMES! For African Kids,B0FMYVHFFR,African Names,no_more_western_names,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.08,EUR,3,5.927654609101517,1.9758848697005058,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-09,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-09,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.es,70%,Standard,6.16,EUR,2,7.187864644107352,3.593932322053676,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-08,La fourmi affamée : Yemba-Français: Nzií sī nzāŋà kīkyā,B086RZ95YR,Yemba,yemba_fourmi_affamée,"Shck Tchamna, Josephine Ndonke",1,0,1,Amazon.fr,70%,Standard,3.74,EUR,3,4.364060676779464,1.4546868922598213,Ebook,2025,"['Shck Tchamna', ' Josephine Ndonke']"
2025-08,Conversations de base en langue ghomala',B08BZ6Y6JR,Ghomala',ghomala_conversations_de_base,"Pascaline Motoum, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.35,EUR,3,6.242707117852976,2.0809023726176585,Ebook,2025,"['Pascaline Motoum', ' Shck Tchamna']"
2025-08,Conversations de base en langue ngemba,B08PTXGVMF,Ngemba,ngemba_conversations_de_base,"Deeh Segallo, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.4,CAD,3,4.637681159420291,1.5458937198067637,Ebook,2025,"['Deeh Segallo', ' Shck Tchamna']"
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.com,70%,Standard,6.82,USD,3,6.82,2.2733333333333334,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.592765460910152,2.1975884869700506,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.ca,70%,Standard,6.82,CAD,3,4.942028985507247,1.6473429951690823,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-08,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,"['Thierno Khayar KANE', ' Shck Tchamna']"
2025-08,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,0.94,USD,2,0.94,0.47,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-07,Conversations de base en langue basaa,B08KP2BVTK,Basaa,basaa_conversations_de_base,"Pr Zachée Denis BITJAA KODY, Shck Shck Tchamna",1,0,1,Amazon.com,70%,Standard,5.36,USD,3,5.36,1.7866666666666668,Ebook,2025,"['Pr Zachée Denis BITJAA KODY', ' Shck Shck Tchamna']"
2025-07,Conversations de base en langue medumba,B08PJG95FL,Medumba,medumba_conversations_de_base,"Jean René Djobia, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,4.87,EUR,3,5.6826137689614935,1.894204589653831,Ebook,2025,"['Jean René Djobia', ' Shck Tchamna']"
2025-07,Ntǎ' Nùfī - Nùfī Attic - Le Grenier du Nùfī,B091BMWTJM,Nufi,nufi_attic_grenier,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,4.55,USD,2,4.55,2.275,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,0,2,Amazon.de,70%,Standard,11.3,EUR,3,13.185530921820304,4.395176973940101,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,1,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-07,Guide de conversation (phrasebook) en langue ewondo - part I: Trilingual Phrasebook : French-English-Ewondo,B0C3WJNL39,Ewondo,ewondo_phrasebook_guide_conversation_trilingue,"Claude Lionel Mvondo Edzoa, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,"['Claude Lionel Mvondo Edzoa', ' Shck Tchamna']"
2025-06,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,B09691SZ4X,Ngemba,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,"Resulam, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,3.91,EUR,2,4.56242707117853,2.281213535589265,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-06,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-06,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-06,Nùfī Attic - Le Grenier du Nùfī - KAM 3: Ntǎ' Nùfī,B09VPX9ZXL,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-06,Nùfī Attic - Le Grenier du Nùfī - KAM 2: Ntǎ' Nùfī,B09VPXGBY7,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-06,Kikongo (Kituba) - French - English Phrasebook: Guide de conversation Kikongo (Kituba)-Français-Anglais.,B0CK4VSK73,Kikongo,kikongo-kituba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.7,USD,2,6.7,3.35,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,La grammaire des langues bamilekes : cas du nufi,B0865QYPPZ,Nufi,nufi_grammaire,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.64,USD,2,6.64,3.32,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Ntǎ' Nùfī - Nùfī Attic - Le Grenier du Nùfī,B091BMWTJM,Nufi,nufi_attic_grenier,"Resulam, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,4.03,EUR,2,4.7024504084014005,2.3512252042007002,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.592765460910152,2.1975884869700506,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 3: Ntǎ' Nùfī,B09VPX9ZXL,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 2: Ntǎ' Nùfī,B09VPXGBY7,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 4: Ntǎ' Nùfī,B09VPXPGC9,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 6: Ntǎ' Nùfī,B09VQ5CPNK,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Nùfī Attic - Le Grenier du Nùfī - KAM 5: Ntǎ' Nùfī,B09VQ5WZLF,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.de,35%,Standard,0.89,EUR,2,1.0385064177362895,0.5192532088681447,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Expressions idiomatiques en langue fe'efe'e (nufi),B0B28591ZB,Nufi,nufi_expressions_idiomatiques,"Resulam, Shck Tchamna",1,0,1,Amazon.it,70%,Standard,5.24,EUR,2,6.114352392065345,3.0571761960326724,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-05,Guide de conversation (phrasebook) en langue ewondo - part I: Trilingual Phrasebook : French-English-Ewondo,B0C3WJNL39,Ewondo,ewondo_phrasebook_guide_conversation_trilingue,"Claude Lionel Mvondo Edzoa, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.66,CAD,3,4.82608695652174,1.6086956521739133,Ebook,2025,"['Claude Lionel Mvondo Edzoa', ' Shck Tchamna']"
2025-04,Syllabaire et dictionnaire visuel en langue ewondo,B07WCD1V2N,Ewondo,ewondo_syllabaire,"Claude Lionel Mvondo, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,4.39,EUR,3,5.122520420070011,1.7075068066900039,Ebook,2025,"['Claude Lionel Mvondo', ' Shck Tchamna']"
2025-04,"Contes africains, contes bamilekés racontés en nufi et traduits en francais (Full Color): African's fairy tales",B0848M5Y55,Nufi,nufi_contes_bamilekes,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,5.88,USD,2,5.88,2.94,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-04,Conversations de base en langue ghomala',B08BZ6Y6JR,Ghomala',ghomala_conversations_de_base,"Pascaline Motoum, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.35,EUR,3,6.242707117852976,2.0809023726176585,Ebook,2025,"['Pascaline Motoum', ' Shck Tchamna']"
2025-04,Conversations de base en langue medumba,B08PJG95FL,Medumba,medumba_conversations_de_base,"Jean René Djobia, Shck Tchamna",2,0,2,Amazon.com,70%,Standard,12.48,USD,3,12.48,4.16,Ebook,2025,"['Jean René Djobia', ' Shck Tchamna']"
2025-04,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.com,70%,Standard,6.82,USD,3,6.82,2.2733333333333334,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-04,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.592765460910152,2.1975884869700506,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-04,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.686114352392066,2.2287047841306884,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-04,Guide de conversation trilingue Medumba-Français-anglais: Mə̀dʉ̂mbὰ-French-English Phrasebook,B09TZY9PG6,Medumba,medumba_phrasebook_guide_conversation_trilingue,"Tanyi Djobia Rene, Leopold Tchoumi, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.73,USD,4,6.73,1.6825,Ebook,2025,"['Tanyi Djobia Rene', ' Leopold Tchoumi', ' Shck Tchamna']"
2025-04,Guide de conversation trilingue Français-Anglais- Shüpamom: French- Shüpǎmәm -English Phrasebook,B0BZ1QWQ44,Bamoun,shupamom_phrasebook_guide_conversation_trilingue,"Fifen Abdou Salam, Shck Tchamna",1,1,0,Amazon.es,70%,Standard,0.0,EUR,3,0.0,0.0,Ebook,2025,"['Fifen Abdou Salam', ' Shck Tchamna']"
2025-04,Kinyarwanda - French - English Phrasebook,B0CKL3H4CH,Kinyarwanda,kinyarwanda_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.co.jp,35%,Standard,398.0,JPY,2,2.548178500544209,1.2740892502721044,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-04,Le Grenier du Shupamom : Shupamom Attic,B0CRRZNBLD,Bamoun,Le Grenier du Shupamom : Shupamom Attic,"Resulam, Shck Tchamna",1,1,0,Amazon.es,70%,Standard,0.0,EUR,2,0.0,0.0,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-03,Syllabaire et Dictionnaire Visuel en langue fe'efe'e: Nkǔnjâ'wū pí mbíághəə,B07SCXDDKG,Nufi,Syllabaire et Dictionnaire Visuel en langue fe'efe'e: Nkǔnjâ'wū pí mbíághəə,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,4.66,USD,2,4.66,2.33,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-03,Conversations de base en langue yemba,B08KFLC61V,Yemba,yemba_conversations_de_base,"Josephine Ndonke, Imele Tsafack, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.38,CAD,4,4.623188405797102,1.1557971014492756,Ebook,2025,"['Josephine Ndonke', ' Imele Tsafack', ' Shck Tchamna']"
2025-03,Étude Comparative des Variantes Dialectales de L'unique Langue Bamiléké Part I: Comparative Study of the Bamileke dialects Part I,B08PG2T13P,Nufi,bamileke_étude_comparative_mulb,Shck Tchamna,1,0,1,Amazon.co.uk,70%,Standard,5.02,GBP,2,6.702269692923898,3.351134846461949,Ebook,2025,['Shck Tchamna']
2025-02,Syllabaire et Dictionnaire Visuel en langue fe'efe'e: Nkǔnjâ'wū pí mbíághəə,B07SCXDDKG,Nufi,Syllabaire et Dictionnaire Visuel en langue fe'efe'e: Nkǔnjâ'wū pí mbíághəə,"Resulam, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,2,3.5,1.75,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-02,Guide de conversation trilingue Français-anglais-fe'efe'e.: French-Fè'éfě'è-English Phrasebook,B09B5DSVKL,Nufi,nufi_phrasebook,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.57,USD,2,6.57,3.285,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-02,Guide de conversation trilingue Français-anglais-fe'efe'e.: French-Fè'éfě'è-English Phrasebook,B09B5DSVKL,Nufi,nufi_phrasebook,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.57,CAD,2,4.7608695652173925,2.3804347826086962,Ebook,2025,"['Resulam', ' Shck Tchamna']"
2025-02,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,1,0,Amazon.de,70%,Standard,0.0,EUR,3,0.0,0.0,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-02,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.it,70%,Standard,4.94,EUR,3,5.764294049008169,1.9214313496693896,Ebook,2025,"['Shck Tchamna', ' Fu Tientcheu']"
2025-02,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,6.87,USD,3,6.87,2.29,Ebook,2025,"['Thierno Khayar KANE', ' Shck Tchamna']"
2025-02,Guide de conversation trilingue Medumba-Français-anglais: Mə̀dʉ̂mbὰ-French-English Phrasebook,B09TZY9PG6,Medumba,medumba_phrasebook_guide_conversation_trilingue,"Tanyi Djobia Rene, Leopold Tchoumi, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.84,EUR,4,6.814469078179696,1.703617269544924,Ebook,2025,"['Tanyi Djobia Rene', ' Leopold Tchoumi', ' Shck Tchamna']"
